mapId,mapMode,exportedMapFile,metersPerPixel,coordinateUnit,calibrated,mapHeadingOffsetDegrees
F1_M1,IMPORTED_IMAGE,imported_floor_map.jpg,0.102581844,meter,true,144.93674
